Song,Artist,Country,Year,Language,Grand Final Place,Grand Final Points,Semifinal,Semifinal Place,Semifinal Points
Dance with Me,Zoli Ádok,Hungary,2009,English,NQ,NQ,2,15,16
Love Symphony,Quartissimo feat. Martina,Slovenia,2009,"English, Slovene",NQ,NQ,2,16,14
Shine,The Toppers,Netherlands,2009,English,NQ,NQ,2,17,11
Leť tmou,Kamil Mikulčík and Nela Pocisková,Slovakia,2009,Slovak,NQ,NQ,2,18,8
Probka (Пробка),Intars Busulis,Latvia,2009,Russian,NQ,NQ,2,19,7
Satellite,Lena,Germany,2010,English,1,246,AQ,AQ,AQ
We Could Be the Same,maNga,Turkey,2010,English,2,170,2,1,118
Playing with Fire,Paula Seling and Ovi,Romania,2010,English,3,162,2,4,104
In a Moment Like This,Chanée and N'evergreen,Denmark,2010,English,4,149,2,5,101
Drip Drop,Safura,Azerbaijan,2010,English,5,145,2,2,113
Me and My Guitar,Tom Dice,Belgium,2010,English,6,143,1,1,167
Apricot Stone,Eva Rivas,Armenia,2010,English,7,141,2,6,83
OPA (ΩΠΑ),Giorgos Alkaios and Friends,Greece,2010,Greek,8,140,1,2,133
Shine,Sofia Nizharadze,Georgia,2010,English,9,136,2,3,106
Sweet People,Alyosha,Ukraine,2010,English,10,108,2,7,77
Lost and Forgotten,Peter Nalitch and Friends,Russia,2010,English,11,90,1,7,74
Allez Ola Olé,Jessy Matador,France,2010,French,12,82,AQ,AQ,AQ
Ovo je Balkan (Oво je Балкан),Milan Stanković,Serbia,2010,Serbian,13,72,1,5,79
Milim (מילים),Harel Skaat,Israel,2010,Hebrew,14,71,2,8,71
Algo Pequeñito,Daniel Diges,Spain,2010,Spanish,15,68,AQ,AQ,AQ
It's All About You,Juliana Pasha,Albania,2010,English,16,62,1,6,76
Thunder and Lightning,Vukašin Brajić,Bosnia and Herzegovina,2010,English,17,51,1,8,59
Há dias assim,Filipa Azevedo,Portugal,2010,Portuguese,18,43,1,4,89
Je ne sais quoi,Hera Björk,Iceland,2010,English,19,41,1,3,123
My Heart Is Yours,Didrik Solli-Tangen,Norway,2010,English,20,35,AQ,AQ,AQ
Life Looks Better in Spring,Jon Lilygreen and The Islanders,Cyprus,2010,English,21,27,2,10,67
Run Away,SunStroke Project and Olia Tira,Moldova,2010,English,22,27,1,10,52
It's for You,Niamh Kavanagh,Ireland,2010,English,23,25,2,9,67
Butterflies,3+2 feat Robert Wells,Belarus,2010,English,24,18,1,9,59
That Sounds Good to Me,Josh Dubovie,United Kingdom,2010,English,25,10,AQ,AQ,AQ
Työlki ellää,Kuunkuiskaajat,Finland,2010,Finnish,NQ,NQ,1,11,49
My Dream,Thea Garrett,Malta,2010,English,NQ,NQ,1,12,45
Legenda,Marcin Mroziński,Poland,2010,"English, Polish",NQ,NQ,1,13,44
Siren,Malcolm Lincoln and Manpower 4,Estonia,2010,English,NQ,NQ,1,14,39
Jas ja imam silata (Јас ја имам силата),Gjoko Taneski,North Macedonia,2010,Macedonian,NQ,NQ,1,15,37
Horehronie,Kristina,Slovakia,2010,Slovak,NQ,NQ,1,16,24
What For?,Aisha,Latvia,2010,English,NQ,NQ,1,17,11
This Is My Life,Anna Bergendahl,Sweden,2010,English,NQ,NQ,2,11,62
Eastern European Funk,InCulto,Lithuania,2010,English,NQ,NQ,2,12,44
Lako je sve,Feminnem,Croatia,2010,Croatian,NQ,NQ,2,13,33
Ik ben verliefd (Sha-la-lie),Sieneke,Netherlands,2010,Dutch,NQ,NQ,2,14,29
Angel si ti (Ангел си ти),Miro,Bulgaria,2010,"Bulgarian, English",NQ,NQ,2,15,19
Narodnozabavni rock,Ansambel Žlindra and Kalamari,Slovenia,2010,Slovene,NQ,NQ,2,16,6
Il pleut de l'or,Michael von der Heide,Switzerland,2010,French,NQ,NQ,2,17,2
Running Scared,Ell & Nikki,Azerbaijan,2011,English,1,221,1,2,122
Madness of Love,Raphael Gualazzi,Italy,2011,"Italian, English",2,189,AQ,AQ,AQ
Popular,Eric Saade,Sweden,2011,English,3,185,2,1,155
Angel,Mika Newton,Ukraine,2011,English,4,159,2,6,81
New Tomorrow,A Friend in London,Denmark,2011,English,5,134,2,2,135
Love in Rewind,Dino Merlin,Bosnia and Herzegovina,2011,"English, Bosnian",6,125,2,5,109
Watch My Dance,Loukas Giorkas feat. Stereo Mike,Greece,2011,"English, Greek",7,120,1,1,133
Lipstick,Jedward,Ireland,2011,English,8,119,2,8,68
One More Day,Eldrine,Georgia,2011,English,9,110,1,6,74
Taken by a Stranger,Lena,Germany,2011,English,10,107,AQ,AQ,AQ
I Can,Blue,United Kingdom,2011,English,11,100,AQ,AQ,AQ
So Lucky,Zdob și Zdub,Moldova,2011,English,12,97,2,10,54
No One,Maja Keuc,Slovenia,2011,English,13,96,2,3,112
Čaroban (Чаробан),Nina,Serbia,2011,Serbian,14,85,1,8,67
Sognu,Amaury Vassili,France,2011,Corsican,15,82,AQ,AQ,AQ
Get You,Alexey Vorobyov,Russia,2011,"English, Russian",16,77,1,9,64
Change,Hotel FM,Romania,2011,English,17,77,2,4,111
The Secret Is Love,Nadine Beiler,Austria,2011,English,18,64,2,7,69
C'est ma vie,Evelina Sašenko,Lithuania,2011,English,19,63,1,5,81
Coming Home,Sjonni's Friends,Iceland,2011,English,20,61,1,4,100
Da Da Dam,Paradise Oskar,Finland,2011,English,21,57,1,3,103
What About My Dreams?,Kati Wolf,Hungary,2011,"English, Hungarian",22,53,1,7,72
Que me quiten lo bailao,Lucía Pérez,Spain,2011,Spanish,23,50,AQ,AQ,AQ
Rockefeller Street,Getter Jaani,Estonia,2011,English,24,44,2,9,60
In Love for a While,Anna Rossinelli,Switzerland,2011,English,25,19,1,10,55
One Life,Glen Vella,Malta,2011,English,NQ,NQ,1,11,54
Boom Boom,Emmy,Armenia,2011,English,NQ,NQ,1,12,54
Live It Up,Yüksek Sadakat,Turkey,2011,English,NQ,NQ,1,13,47
Feel the Passion,Aurela Gaçe,Albania,2011,English,NQ,NQ,1,14,47
Celebrate,Daria,Croatia,2011,English,NQ,NQ,1,15,41
Stand By,Senit,San Marino,2011,English,NQ,NQ,1,16,34
Haba Haba,Stella Mwangi,Norway,2011,"English, Swahili",NQ,NQ,1,17,30
A luta é alegria,Homens da Luta,Portugal,2011,Portuguese,NQ,NQ,1,18,22
Jestem,Magdalena Tul,Poland,2011,Polish,NQ,NQ,1,19,18
With Love Baby,Witloof Bay,Belgium,2011,English,NQ,NQ,2,11,53
Na inat (На инат),Poli Genova,Bulgaria,2011,Bulgarian,NQ,NQ,2,12,48
I'm Still Alive,TWiiNS,Slovakia,2011,English,NQ,NQ,2,13,48
I Love Belarus,Anastasia Vinnikova,Belarus,2011,English,NQ,NQ,2,14,45
Ding Dong,Dana International,Israel,2011,"Hebrew, English",NQ,NQ,2,15,38
Rusinka (Русинка),Vlatko Ilievski,North Macedonia,2011,"Macedonian, English",NQ,NQ,2,16,36
Angel in Disguise,Musiqq,Latvia,2011,English,NQ,NQ,2,17,25
San aggelos s'agapisa (Σαν άγγελος σ'αγάπησα),Christos Mylordos,Cyprus,2011,Greek,NQ,NQ,2,18,16
Never Alone,3JS,Netherlands,2011,English,NQ,NQ,2,19,13
Euphoria,Loreen,Sweden,2012,English,1,372,2,1,181
Party for Everybody,Buranovskiye Babushki,Russia,2012,"Udmurt, English",2,259,1,1,152
Nije ljubav stvar (Није љубав ствар),Željko Joksimović,Serbia,2012,Serbian,3,214,2,2,159
When the Music Dies,Sabina Babayeva,Azerbaijan,2012,English,4,150,AQ,AQ,AQ
Suus,Rona Nishliu,Albania,2012,Albanian,5,146,1,2,146
Kuula,Ott Lepland,Estonia,2012,Estonian,6,120,,4,100
Love Me Back,Can Bonomo,Turkey,2012,English,7,112,2,5,80
Standing Still,Roman Lob,Germany,2012,English,8,110,AQ,AQ,AQ
L'amore è femmina (Out of Love),Nina Zilli,Italy,2012,"English, Italian",9,101,AQ,AQ,AQ
Quédate conmigo (Stay With Me),Pastora Soler,Spain,2012,Spanish,10,97,AQ,AQ,AQ
Lăutar,Pasha Parfeny,Moldova,2012,English,11,81,1,5,100
Zaleilah,Mandinga,Romania,2012,"Spanish, English",12,71,1,3,120
Crno i belo (Црно и бело),Kaliopi,North Macedonia,2012,Macedonian,13,71,2,9,53
Love Is Blind,Donny Montell,Lithuania,2012,English,14,70,2,3,104
Be My Guest,Gaitana,Ukraine,2012,English,15,65,2,8,64
La La Love,Ivi Adamou,Cyprus,2012,English,16,65,1,7,91
Aphrodisiac,Eleftheria Eleftheriou,Greece,2012,English,17,64,1,4,116
Korake ti znam,Maya Sar,Bosnia and Herzegovina,2012,Bosnian,18,55,,6,77
Waterline,Jedward,Ireland,2012,English,19,46,1,6,92
Never Forget,Greta Salóme and Jónsi,Iceland,2012,English,20,46,1,8,75
This Is the Night,Kurt Calleja,Malta,2012,English,21,41,2,7,70
Echo (You and I),Anggun,France,2012,"French, English",22,21,AQ,AQ,AQ
Should've Known Better,Soluna Samay,Denmark,2012,English,23,21,1,9,63
Sound of Our Hearts,Compact Disco,Hungary,2012,English,24,19,1,10,52
Love Will Set You Free,Engelbert Humperdinck,United Kingdom,2012,English,25,12,AQ,AQ,AQ
Stay,Tooji,Norway,2012,English,26,7,2,10,45
Unbreakable,Sinplus,Switzerland,2012,English,NQ,NQ,1,11,45
När jag blundar,Pernilla Karlsson,Finland,2012,Swedish,NQ,NQ,1,12,41
Time,Izabo,Israel,2012,"English, Hebrew",NQ,NQ,1,13,33
The Social Network Song (Oh Oh – Uh - Oh Oh),Valentina Monetta,San Marino,2012,English,NQ,NQ,1,14,31
Euro Neuro,Rambo Amadeus,Montenegro,2012,English,NQ,NQ,1,15,20
Beautiful Song,Anmary,Latvia,2012,English,NQ,NQ,1,16,17
Would You?,Iris,Belgium,2012,English,NQ,NQ,1,17,16
Woki mit deim Popo,Trackshittaz,Austria,2012,German,NQ,NQ,1,18,8
Vida minha,Filipa Sousa,Portugal,2012,Portuguese,NQ,NQ,2,13,39
You and Me,Joan Franka,Netherlands,2012,English,NQ,NQ,2,15,35
Verjamem,Eva Boto,Slovenia,2012,Slovene,NQ,NQ,2,17,31
Don't Close Your Eyes,Max Jason Mai,Slovakia,2012,English,NQ,NQ,2,18,22
Love Unlimited,Sofi Marinova,Bulgaria,2012,Bulgarian,NQ,NQ,,11,45
Nebo,Nina Badrić,Croatia,2012,Croatian,NQ,NQ,,12,42
I'm a Joker,Anri Jokhadze,Georgia,2012,"English, Georgian",NQ,NQ,,14,36
We Are the Heroes,Litesound,Belarus,2012,English,NQ,NQ,,16,35
Only Teardrops,Emmelie de Forest,Denmark,2013,English,1,281,1,1,167
Hold Me,Farid Mammadov,Azerbaijan,2013,English,2,234,2,1,139
Gravity,Zlata Ognevich,Ukraine,2013,English,3,214,2,3,140
I Feed You My Love,Margaret Berger,Norway,2013,English,4,191,2,3,120
What If,Dina Garipova,Russia,2013,English,5,174,1,2,156
Alcohol Is Free,Koza Mostra feat. Agathon Iakovidis,Greece,2013,Greek,6,152,2,2,121
L'essenziale,Marco Mengoni,Italy,2013,Italian,7,126,AQ,AQ,AQ
Tomorrow,Gianluca,Malta,2013,English,8,120,2,4,118
Birds,Anouk,Netherlands,2013,English,9,114,1,6,75
Kedvesem (Zoohacker Remix),ByeAlex,Hungary,2013,Hungarian,10,84,2,8,66
O mie,Aliona Moon,Moldova,2013,Romanian,11,71,1,4,95
Love Kills,Roberto Bellarosa,Belgium,2013,English,12,71,1,5,75
It's My Life,Cezar,Romania,2013,English,13,65,2,4,83
You,Robin Stjernberg,Sweden,2013,English,14,62,AQ,AQ,AQ
Waterfall,Nodi Tatishvili and Sophie Gelovani,Georgia,2013,English,15,50,2,10,63
Solayoh,Alyona Lanskaya,Belarus,2013,English,16,48,1,7,64
Ég á líf,Eythor Ingi,Iceland,2013,Icelandic,17,47,2,6,72
Lonely Planet,Dorians,Armenia,2013,English,18,41,2,7,69
Believe in Me,Bonnie Tyler,United Kingdom,2013,English,19,23,AQ,AQ,AQ
Et uus saaks alguse,Birgit,Estonia,2013,Estonian,20,19,1,10,52
Glorious,Cascada,Germany,2013,English,21,18,AQ,AQ,AQ
Something,Andrius Pojavis,Lithuania,2013,English,22,17,1,9,53
L'enfer et moi,Amandine Bourgeois,France,2013,French,23,14,AQ,AQ,AQ
Marry Me,Krista Siegfrids,Finland,2013,English,24,13,2,9,64
Contigo hasta el final,ESDM,Spain,2013,Spanish,25,8,AQ,AQ,AQ
Only Love Survives,Ryan Dolan,Ireland,2013,English,26,5,1,8,54
Ljubav je svuda (Љубав је свуда),Moje 3,Serbia,2013,Serbian,NQ,NQ,1,11,46
Igranka (Игранка),Who See,Montenegro,2013,Montenegrin,NQ,NQ,1,12,41
Mižerja,Klapa s Mora,Croatia,2013,Croatian,NQ,NQ,1,13,38
Shine,Natália Kelly,Austria,2013,English,NQ,NQ,1,14,27
An me thimasai (Aν με θυμάσαι),Despina Olympiou,Cyprus,2013,Greek,NQ,NQ,1,15,11
Straight into Love,Hannah,Slovenia,2013,English,NQ,NQ,1,16,8
Crisalide (Vola),Valentina Monetta,San Marino,2013,Italian,NQ,NQ,2,11,47
Samo shampioni (Само шампиони),Elitsa Todorova & Stoyan Yankoulov,Bulgaria,2013,Bulgarian,NQ,NQ,2,12,45
You and Me,Takasa,Switzerland,2013,English,NQ,NQ,2,13,41
Rak Bishvilo (רק בשבילו),Moran Mazor,Israel,2013,Hebrew,NQ,NQ,2,14,40
Identitet,Adrian Lulgjuraj & Bledar Sejko,Albania,2013,Albanian,NQ,NQ,2,15,31
Pred da se razdeni (Пред да се раздени),Esma & Lozano,North Macedonia,2013,"Macedonian, Romani",NQ,NQ,2,16,28
Here We Go,PeR,Latvia,2013,English,NQ,NQ,2,17,13
Rise Like a Phoenix,Conchita Wurst,Austria,2014,English,1,290,2,1,169
Calm After the Storm,The Common Linnets,Netherlands,2014,English,2,238,1,1,150
Undo,Sanna Nielsen,Sweden,2014,English,3,218,1,2,131
Not Alone,Aram MP3,Armenia,2014,English,4,174,1,4,121
Running,András Kállay-Saunders,Hungary,2014,English,5,143,1,3,127
Tick-Tock,Mariya Yaremchuk,Ukraine,2014,English,6,113,1,5,118
Shine,Tolmachevy Sisters,Russia,2014,English,7,89,1,6,63
Silent Storm,Carl Espen,Norway,2014,English,8,88,2,6,77
Cliché Love Song,Basim,Denmark,2014,English,9,74,AQ,AQ,AQ
Dancing in the Rain,Ruth Lorenzo,Spain,2014,"English, Spanish",10,74,AQ,AQ,AQ
Something Better,Softengine,Finland,2014,English,11,72,2,3,97
Miracle,Paula Seling & Ovi,Romania,2014,English,12,72,2,2,125
Hunter of Stars,Sebalter,Switzerland,2014,English,13,64,2,4,92
My Słowianie – We Are Slavic,Donatan & Cleo,Poland,2014,"Polish, English",14,62,2,8,70
No Prejudice,Pollapönk,Iceland,2014,English,15,58,1,8,61
Cheesecake,Teo,Belarus,2014,English,16,43,2,5,87
Children of the Universe,Molly Smitten-Downes,United Kingdom,2014,English,17,40,AQ,AQ,AQ
Is It Right,Elaiza,Germany,2014,English,18,39,AQ,AQ,AQ
Moj svijet (Мој свијет),Sergej Ćetković,Montenegro,2014,Montenegrin,19,37,1,7,63
Rise Up,Freaky Fortune feat. RiskyKidd,Greece,2014,English,20,35,2,7,74
La mia città,Emma,Italy,2014,Italian,21,33,AQ,AQ,AQ
Start a Fire,Dilara Kazimova,Azerbaijan,2014,English,22,33,1,9,57
Coming Home,Firelight,Malta,2014,English,23,32,2,9,63
Maybe,Valentina Monetta,San Marino,2014,English,24,14,1,10,40
Round and Round,Tinkara Kovač,Slovenia,2014,"English, Slovene",25,9,2,10,52
Moustache,TWIN TWIN,France,2014,French,26,2,AQ,AQ,AQ
Quero ser tua,Suzy,Portugal,2014,Portuguese,NQ,NQ,1,11,39
Amazing,Tanja,Estonia,2014,English,NQ,NQ,1,12,36
Cake to Bake,Aarzemnieki,Latvia,2014,English,NQ,NQ,1,13,33
Mother,Axel Hirsoux,Belgium,2014,English,NQ,NQ,1,14,28
One Night's Anger,Hersi,Albania,2014,English,NQ,NQ,1,15,22
Wild Soul,Cristina Scarlat,Moldova,2014,English,NQ,NQ,1,16,13
Attention,Vilija,Lithuania,2014,English,NQ,NQ,2,11,36
Heartbeat,Can-Linn feat. Kasey Smith,Ireland,2014,English,NQ,NQ,2,12,35
To the Sky,Tijana,North Macedonia,2014,English,NQ,NQ,2,13,33
Same Heart,Mei Finegold,Israel,2014,"English, Hebrew",NQ,NQ,2,14,19
Three Minutes to Earth,The Shin and Mariko,Georgia,2014,English,NQ,NQ,2,15,15
Heroes,Måns Zelmerlöw,Sweden,2015,English,1,365,2,1,217
A Million Voices,Polina Gagarina,Russia,2015,English,2,303,1,1,182
Grande amore,Il Volo,Italy,2015,Italian,3,292,AQ,AQ,AQ
Rhythm Inside,Loïc Nottet,Belgium,2015,English,4,217,1,2,149
Tonight Again,Guy Sebastian,Australia,2015,English,5,196,AQ,AQ,AQ
Love Injected,Aminata,Latvia,2015,English,6,186,2,2,155
Goodbye to Yesterday,Elina Born & Stig Rästa,Estonia,2015,English,7,106,1,3,105
A Monster Like Me,Mørland & Debrah Scarlett,Norway,2015,English,8,102,2,4,123
Golden Boy,Nadav Guedj,Israel,2015,English,9,97,2,3,151
Beauty Never Lies,Bojana Stamenov,Serbia,2015,English,10,53,1,9,63
Warrior,Nina Sublatti,Georgia,2015,English,11,51,1,4,98
Hour of the Wolf,Elnur Huseynov,Azerbaijan,2015,English,12,49,2,10,53
Adio,Knez,Montenegro,2015,Montenegrin,13,44,2,9,57
Here for You,Maraaya,Slovenia,2015,English,14,39,2,5,92
De la capăt,Voltaj,Romania,2015,"Romanian, English",15,35,1,5,89
Face the Shadow,Genealogy,Armenia,2015,English,16,34,1,7,77
I'm Alive,Elhaida Dani,Albania,2015,English,17,34,1,10,62
This Time,Monika Linkytė & Vaidas Baumila,Lithuania,2015,English,18,30,2,7,67
One Last Breath,Maria Elena Kyriakou,Greece,2015,English,19,23,1,6,81
Wars for Nothing,Boggie,Hungary,2015,English,20,19,1,8,67
Amanecer,Edurne,Spain,2015,Spanish,21,15,AQ,AQ,AQ
One Thing I Should Have Done,John Karayiannis,Cyprus,2015,English,22,11,2,6,87
In the Name of Love,Monika Kuszyńska,Poland,2015,English,23,10,2,8,57
Still in Love with You,Electro Velvet,United Kingdom,2015,English,24,5,AQ,AQ,AQ
N'oubliez pas,Lisa Angell,France,2015,French,25,4,AQ,AQ,AQ
I Am Yours,The Makemakes,Austria,2015,English,26,0,AQ,AQ,AQ
Black Smoke,Ann Sophie,Germany,2015,English,27,0,AQ,AQ,AQ
I Want Your Love,Eduard Romanyuta,Moldova,2015,English,NQ,NQ,1,11,41
Time,Uzari & Maimuna,Belarus,2015,English,NQ,NQ,1,12,39
The Way You Are,Anti Social Media,Denmark,2015,English,NQ,NQ,1,13,33
Walk Along,Trijntje Oosterhuis,Netherlands,2015,English,NQ,NQ,1,14,33
Autumn Leaves,Daniel Kajmakoski,North Macedonia,2015,English,NQ,NQ,1,15,28
Aina mun pitää,Pertti Kurikan Nimipäivät,Finland,2015,Finnish,NQ,NQ,1,16,13
Warrior,Amber,Malta,2015,English,NQ,NQ,2,11,43
Playing with Numbers,Molly Sterling,Ireland,2015,English,NQ,NQ,2,12,35
Hope Never Dies,Marta Jandová & Václav Noid Bárta,Czech Republic,2015,English,NQ,NQ,2,13,33
Há um mar que nos separa,Leonor Andrade,Portugal,2015,Portuguese,NQ,NQ,2,14,19
Unbroken,Maria Olafs,Iceland,2015,English,NQ,NQ,2,15,14
Chain of Lights,Anita Simoncini & Michele Perniola,San Marino,2015,English,NQ,NQ,2,16,11
Time to Shine,Mélanie René,Switzerland,2015,English,NQ,NQ,2,17,4
1944,Jamala,Ukraine,2016,"English, Crimean Tatar",1,534,2,2,287
Sound of Silence,Dami Im,Australia,2016,English,2,511,2,1,330
You Are the Only One,Sergey Lazarev,Russia,2016,English,3,491,1,1,342
If Love Was a Crime,Poli Genova,Bulgaria,2016,"English, Bulgarian",4,307,2,5,220
If I Were Sorry,Frans,Sweden,2016,English,5,261,AQ,AQ,AQ
J'ai cherché,Amir,France,2016,"French, English",6,257,AQ,AQ,AQ
LoveWave,Iveta Mukuchyan,Armenia,2016,English,7,249,1,2,243
Color of Your Life,Michał Szpak,Poland,2016,English,8,229,2,6,151
I've Been Waiting for This Night,Donny Montell,Lithuania,2016,English,9,200,2,4,222
What's the Pressure,Laura Tesoro,Belgium,2016,English,10,181,2,3,274
Slow Down,Douwe Bob,Netherlands,2016,English,11,153,1,5,197
Walk on Water,Ira Losco,Malta,2016,English,12,153,1,3,209
Loin d'ici,Zoë,Austria,2016,French,13,151,1,7,170
Made of Stars,Hovi Star,Israel,2016,English,14,135,2,7,147
Heartbeat,Justs,Latvia,2016,English,15,132,2,8,132
No Degree of Separation,Francesca Michielin,Italy,2016,"Italian, English",16,124,AQ,AQ,AQ
Miracle,Samra,Azerbaijan,2016,English,17,117,1,6,185
Goodbye (Shelter),Sanja Vučić ZAA,Serbia,2016,English,18,115,2,10,105
Pioneer,Freddie,Hungary,2016,English,19,108,1,4,197
Midnight Gold,Nika Kocharov & Young Georgian Lolitaz,Georgia,2016,English,20,104,2,9,123
Alter Ego,Minus One,Cyprus,2016,English,21,96,1,8,164
Say Yay!,Barei,Spain,2016,English,22,77,AQ,AQ,AQ
Lighthouse,Nina Kraljić,Croatia,2016,English,23,73,1,10,133
You're Not Alone,Joe and Jake,United Kingdom,2016,English,24,62,AQ,AQ,AQ
I Stand,Gabriela Gunčíková,Czech Republic,2016,English,25,41,1,9,161
Ghost,Jamie-Lee,Germany,2016,English,26,11,AQ,AQ,AQ
Ljubav je,Dalal & Deen feat. Ana Rucner and Jala,Bosnia and Herzegovina,2016,Bosnian,NQ,NQ,1,11,104
I Didn't Know,Serhat,San Marino,2016,English,NQ,NQ,1,12,68
The Real Thing,Highway,Montenegro,2016,English,NQ,NQ,1,13,60
Hear Them Calling,Greta Salóme,Iceland,2016,English,NQ,NQ,1,14,51
Sing It Away,Sandhja,Finland,2016,English,NQ,NQ,1,15,51
Utopian Land,Argo,Greece,2016,"English, Greek",NQ,NQ,1,16,44
Falling Stars,Lidia Isac,Moldova,2016,English,NQ,NQ,1,17,33
Play,Jüri Pootsmann,Estonia,2016,English,NQ,NQ,1,18,24
Dona (Дона),Kaliopi,North Macedonia,2016,Macedonian,NQ,NQ,2,11,88
Help You Fly,Ivan,Belarus,2016,English,NQ,NQ,2,12,84
Icebreaker,Agnete,Norway,2016,English,NQ,NQ,2,13,63
Blue and Red,ManuElla,Slovenia,2016,English,NQ,NQ,2,14,57
Sunlight,Nicky Byrne,Ireland,2016,English,NQ,NQ,2,15,46
Fairytale,Eneda Tarifa,Albania,2016,English,NQ,NQ,2,16,45
Soldiers of Love,Lighthouse X,Denmark,2016,English,NQ,NQ,2,17,34
The Last of Our Kind,Rykka,Switzerland,2016,English,NQ,NQ,2,18,28
Amar pelos dois,Salvador Sobral,Portugal,2017,Portuguese,1,758,1,1,370
Beautiful Mess,Kristian Kostov,Bulgaria,2017,English,2,615,2,1,403
"Hey, Mamma!",Sunstroke Project,Moldova,2017,English,3,374,1,2,291
City Lights,Blanche,Belgium,2017,English,4,363,1,4,165
I Can't Go On,Robin Bengtsson,Sweden,2017,English,5,344,1,3,227
Occidentali's Karma,Francesco Gabbani,Italy,2017,Italian,6,334,AQ,AQ,AQ
Yodel It!,Ilinca ft. Alex Florea,Romania,2017,English,7,282,2,6,174
Origo,Joci Pápai,Hungary,2017,Hungarian,8,200,2,2,231
Don't Come Easy,Isaiah,Australia,2017,English,9,173,1,6,160
Grab the Moment,JOWST,Norway,2017,English,10,158,2,5,189
Lights and Shadows,O'G3NE,Netherlands,2017,English,11,150,2,4,200
Requiem,Alma,France,2017,"French, English",12,135,AQ,AQ,AQ
My Friend,Jacques Houdek,Croatia,2017,"English, Italian",13,128,2,8,141
Skeletons,Dihaj,Azerbaijan,2017,English,14,120,1,8,150
Never Give Up on You,Lucie Jones,United Kingdom,2017,English,15,111,AQ,AQ,AQ
Running on Air,Nathan Trent,Austria,2017,English,16,93,2,7,147
Story of My Life,Naviband,Belarus,2017,Belarusian,17,83,2,9,110
Fly with Me,Artsvik,Armenia,2017,English,18,79,1,7,152
This Is Love,Demy,Greece,2017,English,19,77,1,10,115
Where I Am,Anja Nissen,Denmark,2017,English,20,77,2,10,101
Gravity,Hovig,Cyprus,2017,English,21,68,1,5,164
Flashlight,Kasia Moś,Poland,2017,English,22,64,1,9,119
I Feel Alive,IMRI,Israel,2017,English,23,39,2,3,207
Time,O.Torvald,Ukraine,2017,English,24,36,AQ,AQ,AQ
Perfect Life,Levina,Germany,2017,English,25,6,AQ,AQ,AQ
Do It for Your Lover,Manel Navarro,Spain,2017,"Spanish, English",26,5,AQ,AQ,AQ
Keep the Faith,Tamara Gachechiladze,Georgia,2017,English,NQ,NQ,1,11,99
Blackbird,Norma John,Finland,2017,English,NQ,NQ,1,12,92
My Turn,Martina Bárta,Czech Republic,2017,English,NQ,NQ,1,13,83
World,Lindita,Albania,2017,English,NQ,NQ,1,14,76
Paper,Svala,Iceland,2017,English,NQ,NQ,1,15,60
Space,Slavko Kalezić,Montenegro,2017,English,NQ,NQ,1,16,56
On My Way,Omar Naber,Slovenia,2017,English,NQ,NQ,1,17,36
Line,Triana Park,Latvia,2017,English,NQ,NQ,1,18,21
In Too Deep,Tijana Bogićević,Serbia,2017,English,NQ,NQ,2,11,98
Apollo,Timebelle,Switzerland,2017,English,NQ,NQ,2,12,97
Dying to Try,Brendan Murray,Ireland,2017,English,NQ,NQ,2,13,86
Verona,Koit Toome and Laura,Estonia,2017,English,NQ,NQ,2,14,85
Dance Alone,Jana Burčeska,North Macedonia,2017,English,NQ,NQ,2,15,69
Breathlessly,Claudia Faniello,Malta,2017,English,NQ,NQ,2,16,55
Rain of Revolution,Fusedmarc,Lithuania,2017,English,NQ,NQ,2,17,42
Spirit of the Night,Valentina Monetta and Jimmie Wilson,San Marino,2017,English,NQ,NQ,2,18,1
Toy,Netta,Israel,2018,English,1,529,1,1,283
Fuego,Eleni Foureira,Cyprus,2018,English,2,436,1,2,262
Nobody but You,Cesár Sampson,Austria,2018,English,3,342,1,4,231
You Let Me Walk Alone,Michael Schulte,Germany,2018,English,4,340,AQ,AQ,AQ
Non mi avete fatto niente,Ermal Meta & Fabrizio Moro,Italy,2018,Italian,5,308,AQ,AQ,AQ
Lie to Me,Mikolas Josef,Czech Republic,2018,English,6,281,1,3,232
Dance You Off,Benjamin Ingrosso,Sweden,2018,English,7,274,2,2,254
La forza,Elina Nechayeva,Estonia,2018,Italian,8,245,1,5,201
Higher Ground,Rasmussen,Denmark,2018,English,9,226,2,5,204
My Lucky Day,DoReDoS,Moldova,2018,English,10,209,2,3,235
Mall,Eugent Bushpepa,Albania,2018,Albanian,11,184,1,8,162
When We're Old,Ieva Zasimauskaitė,Lithuania,2018,English,12,181,1,9,119
Mercy,Madame Monsieur,France,2018,French,13,173,AQ,AQ,AQ
Bones,Equinox,Bulgaria,2018,English,14,166,1,7,177
That's How You Write a Song,Alexander Rybak,Norway,2018,English,15,144,2,1,266
Together,Ryan O'Shaughnessy,Ireland,2018,English,16,136,1,6,179
Under the Ladder,Mélovin,Ukraine,2018,English,17,130,2,6,179
Outlaw in 'Em,Waylon,Netherlands,2018,English,18,121,2,7,174
Nova deca (Нова деца),Sanja Ilić & Balkanika,Serbia,2018,Serbian,19,113,2,9,117
We Got Love,Jessica Mauboy,Australia,2018,English,20,99,2,4,212
Viszlát nyár,AWS,Hungary,2018,Hungarian,21,93,2,10,111
"Hvala, ne!",Lea Sirk,Slovenia,2018,Slovene,22,64,2,8,132
